0,npc,npc,NCFellowship-2019_m1_v7,False,1.0,0.0,0.0,51
0,npc,abs_taebo,NCFellowship-2019_m1_v7,False,1.0,0.0,1.0,24
0,npc,kinai,NCFellowship-2019_m1_v7,False,0.0,1.0,0.0,43
0,npc,ho,NCFellowship-2019_m1_v7,False,1.0,0.0,0.0,24
0,npc,blue_bird,NCFellowship-2019_m1_v7,False,1.0,0.0,0.0,25
0,npc,transfer,NCFellowship-2019_m1_v7,False,1.0,0.0,0.0,23
0,npc,maru,NCFellowship-2019_m1_v7,False,1.0,0.0,0.0,23
0,npc,keai,NCFellowship-2019_m1_v7,False,1.0,0.0,0.0,23
0,npc,drop_bot,NCFellowship-2019_m1_v7,False,1.0,0.0,0.0,23
0,npc,poscat,NCFellowship-2019_m1_v7,False,1.0,0.0,0.0,22
0,npc,big,NCFellowship-2019_m1_v7,False,1.0,0.0,0.0,24
0,abs_taebo,npc,NCFellowship-2019_m1_v7,False,0.0,1.0,0.0,25
0,abs_taebo,abs_taebo,NCFellowship-2019_m1_v7,False,0.0,1.0,0.0,21
0,abs_taebo,kinai,NCFellowship-2019_m1_v7,False,0.0,1.0,1.0,23
0,abs_taebo,ho,NCFellowship-2019_m1_v7,False,1.0,0.0,0.0,22
0,abs_taebo,blue_bird,NCFellowship-2019_m1_v7,False,1.0,0.0,0.0,23
0,abs_taebo,transfer,NCFellowship-2019_m1_v7,False,1.0,0.0,0.0,18
0,abs_taebo,maru,NCFellowship-2019_m1_v7,False,1.0,0.0,0.0,19
0,abs_taebo,keai,NCFellowship-2019_m1_v7,False,1.0,0.0,0.0,21
0,abs_taebo,drop_bot,NCFellowship-2019_m1_v7,False,1.0,0.0,0.0,19
0,abs_taebo,poscat,NCFellowship-2019_m1_v7,False,1.0,0.0,0.0,19
0,abs_taebo,big,NCFellowship-2019_m1_v7,False,1.0,0.0,0.0,20
0,kinai,npc,NCFellowship-2019_m1_v7,False,0.0,1.0,0.0,26
0,kinai,abs_taebo,NCFellowship-2019_m1_v7,False,0.0,1.0,0.0,29
0,kinai,kinai,NCFellowship-2019_m1_v7,False,1.0,0.0,0.0,63
0,kinai,ho,NCFellowship-2019_m1_v7,False,0.0,1.0,0.0,19
0,kinai,blue_bird,NCFellowship-2019_m1_v7,False,0.0,1.0,0.0,35
0,kinai,transfer,NCFellowship-2019_m1_v7,False,1.0,0.0,0.0,40
0,kinai,maru,NCFellowship-2019_m1_v7,False,1.0,0.0,0.0,37
0,kinai,keai,NCFellowship-2019_m1_v7,False,1.0,0.0,0.0,33
0,kinai,drop_bot,NCFellowship-2019_m1_v7,False,1.0,0.0,0.0,31
0,kinai,poscat,NCFellowship-2019_m1_v7,False,1.0,0.0,0.0,32
0,kinai,big,NCFellowship-2019_m1_v7,False,0.0,1.0,0.0,29
